2014/08/01,internet,45.84
2014/09/09,computer,228.07
2014/05/24,electricity,978.01
2014/07/24,computer,454.28
2014/02/28,rent,718.24
2014/03/02,computer,224.16
2014/06/27,rent,782.62
2014/12/28,groceries,103.93
2014/09/17,groceries,394.9
2014/12/19,gas,238.79
2014/11/23,car,747.73
2014/02/22,internet,80.19
2014/06/22,rent,81.84
2014/02/26,electricity,231.01
2014/09/23,taxes,840.84
2014/07/18,electricity,768.76
2014/04/08,car,248.96
2014/03/07,internet,532.61
2014/04/16,gas,476.03
2014/10/08,car,278.34
2014/04/16,rent,694.52
2014/02/05,internet,126.4
2014/09/12,groceries,132.33
2014/08/29,computer,20.57
2014/04/21,internet,998.6
2014/11/24,computer,756.88
2014/08/20,electricity,460.31
2014/02/09,computer,671.94
2014/08/05,groceries,710.79
2014/04/25,taxes,44.05
2014/03/09,electricity,368.16
2014/05/18,groceries,265.23
2014/08/19,taxes,726.79
2014/03/04,electricity,604.37
2014/10/13,electricity,747.65
2014/10/29,car,975.38
2014/04/06,car,587.24
2014/06/12,computer,234.37
2014/07/14,gas,138.15
2014/07/30,rent,700.93
2014/12/15,computer,678.78
2014/04/05,computer,483.12
2014/04/28,computer,733.05
2014/09/26,rent,796.7
2014/06/27,computer,533.48
2014/09/23,gas,429.02
2014/04/30,computer,708.45
2014/08/17,taxes,287.63
2014/03/17,taxes,607.22
2014/03/07,computer,184.13
2014/02/04,rent,897.64
2014/02/15,rent,585.39
2014/07/18,taxes,70.85
2014/08/18,groceries,576.43
2014/08/31,electricity,347.79
2014/09/03,rent,141.03
2014/04/05,groceries,270.1
2014/09/27,computer,605.52
2014/02/14,rent,276.67
2014/05/12,electricity,596.61
2014/12/27,car,601.23
2014/11/12,computer,631.75
2014/09/06,rent,397.23
2014/04/04,electricity,847.29
2014/01/16,rent,608.48
2014/05/20,internet,841.74
2014/06/01,gas,497.19
2014/03/29,car,992.97
2014/07/02,groceries,138.24
2014/12/03,internet,334.94
2014/09/23,internet,548.13
2014/02/18,taxes,444.56
2014/02/02,computer,381.67
2014/08/14,gas,196.44
2014/02/19,rent,475.14
2014/04/17,computer,454.82
2014/02/09,gas,603.18
2014/04/28,gas,160.55
2014/08/07,car,43.39
2014/01/09,electricity,67.42
2014/10/11,computer,287.12
2014/02/23,car,927.54
2014/06/09,groceries,111.8
