2014/08/19,gas,847.13
2014/09/08,computer,680.98
2014/12/07,computer,246.95
2014/06/09,electricity,764.28
2014/02/23,internet,688.52
2014/03/29,electricity,502.08
2014/06/30,rent,687.57
2014/02/03,taxes,504.1
2014/06/02,groceries,184.88
2014/09/12,rent,584.57
2014/03/08,electricity,993.29
2014/07/31,rent,881.94
2014/12/06,rent,279.72
2014/05/07,internet,835.08
2014/02/24,computer,147.76
2014/12/27,taxes,94.84
2014/08/08,computer,12.65
2014/08/02,taxes,822.49
2014/02/27,gas,547.27
2014/03/15,groceries,351.28
2014/05/18,rent,373.76
2014/09/18,rent,924.48
2014/10/12,electricity,963.18
2014/06/16,car,90.48
2014/03/31,taxes,953.07
2014/10/08,rent,362.41
2014/04/06,gas,100.95
2014/01/19,groceries,323.28
2014/03/19,electricity,647.88
2014/10/23,computer,474.89
2014/02/08,electricity,989.68
2014/10/04,internet,646.6
2014/02/14,electricity,249.59
2014/05/27,taxes,663.8
2014/01/06,gas,854.5
2014/02/21,car,551.34
2014/03/08,gas,260.66
2014/04/21,internet,747.96
2014/01/01,computer,12.16
2014/01/29,electricity,429.26
2014/02/26,groceries,788.84
2014/08/21,electricity,980.3
2014/07/31,taxes,686.49
2014/06/16,electricity,189.56
2014/10/19,gas,832.02
2014/03/27,taxes,723.61
2014/12/24,electricity,465.72
2014/05/31,groceries,619.32
2014/04/01,rent,701.41
2014/10/12,electricity,738.08
2014/04/15,rent,417.23
2014/04/09,electricity,564.54
2014/02/19,taxes,734.14
2014/02/23,groceries,210.23
2014/08/07,gas,638.68
2014/11/20,rent,669.44
2014/06/04,electricity,818.46
2014/02/25,rent,48.89
2014/01/28,rent,255.04
2014/05/05,taxes,791.71
2014/12/08,taxes,595.54
2014/11/05,electricity,587.58
2014/11/27,groceries,572.09
2014/01/21,groceries,310
2014/05/07,taxes,511.38
2014/02/27,taxes,666.14
2014/11/21,gas,265.28
2014/02/04,rent,357.28
2014/11/19,car,170.72
2014/09/13,gas,115.84
2014/03/30,gas,120.76
2014/01/18,taxes,549.9
2014/02/03,electricity,691.95
2014/02/14,car,942.9
2014/09/03,electricity,952.03
2014/06/30,taxes,36.95
2014/07/31,computer,977.66
2014/04/27,electricity,994.58
2014/08/24,internet,890.46
2014/07/10,rent,668.37
2014/08/12,gas,0.31
2014/12/06,groceries,600.09
2014/04/28,gas,292.17
2014/01/26,car,772.38
2014/02/20,taxes,355.55
2014/05/01,internet,605
