41,2014/07/13,207.86
130,2007/03/12,814.56
160,2013/05/13,647.32
181,2001/06/24,650.8
451,2008/04/26,632.67
855,2002/11/07,255.67
31,2002/04/03,288.88
201,2000/07/21,91.79
933,2001/02/24,990.78
842,2011/02/24,764.63
765,2006/12/30,837.02
499,2005/04/07,470.47
815,2014/06/10,621.67
618,2011/10/21,190.39
30,2003/06/22,285.82
593,2012/09/21,420.05
2,2008/04/08,662.67
658,2002/06/28,351.37
34,2009/04/22,826.81
354,2002/11/12,262.24
331,2012/04/22,237.52
223,2005/02/06,412.62
545,2005/01/02,201.56
479,2005/05/20,464.1
72,2009/03/07,658.88
479,2009/01/12,542.84
622,2005/03/20,457.18
277,2003/03/17,745.17
0,2005/06/22,783.38
778,2008/12/14,568.03
487,2001/07/25,273.19
264,2007/09/24,343.52
253,2010/12/04,146.98
756,2004/05/08,914.31
297,2007/02/01,1.71
560,2013/03/12,133.76
900,2000/11/27,216.84
528,2007/04/15,175.74
991,2013/06/13,255.53
654,2006/01/23,443.44
899,2014/02/28,21.99
253,2005/01/11,156.19
771,2009/07/24,289.59
383,2011/07/20,536.22
600,2006/07/01,571.33
787,2007/11/25,215.48
665,2006/09/28,551.31
318,2004/04/07,821.27
279,2004/05/29,831.13
100,2003/06/22,200.31
130,2003/07/08,623.88
388,2012/01/31,907.62
474,2012/01/05,617.6
662,2003/11/25,159.34
589,2008/01/17,353.96
219,2012/02/16,650.73
961,2006/03/10,561.68
831,2008/06/30,429.66
94,2007/05/13,241.5
253,2009/03/11,335.48
627,2002/01/21,323.82
575,2003/06/09,538.08
594,2011/04/01,173.95
312,2006/02/02,105.73
186,2001/02/11,475.53
496,2013/06/12,686.19
960,2014/05/14,311.25
163,2007/02/01,685.01
90,2000/10/17,922.97
487,2007/12/10,381.69
832,2012/02/22,369.87
984,2014/05/16,336.35
992,2005/03/01,423.98
234,2008/08/29,41.62
814,2000/09/04,715.7
579,2007/03/09,881.34
757,2000/12/15,646.03
450,2010/08/12,124.15
686,2006/07/12,555.24
368,2004/12/28,439.17
395,2007/06/09,326.45
594,2010/09/07,546.14
63,2013/05/13,113.23
552,2000/01/19,356.16
509,2008/03/22,429.55
253,2011/03/02,812.28
563,2007/10/24,2.3
659,2011/01/25,574.51
482,2006/12/06,746.69
602,2000/07/12,419.76
261,2001/02/08,26.28
