974,2004/12/05,686.91
555,2000/05/30,709.08
353,2007/07/17,173.75
458,2004/02/02,960.77
343,2001/11/07,698.04
546,2008/01/10,290.62
967,2004/03/08,832.79
364,2012/05/10,643.33
276,2014/03/20,728.23
682,2009/11/10,789.51
110,2006/11/18,672.47
237,2002/07/20,716.02
304,2002/07/26,368.21
287,2006/07/13,118.85
815,2009/11/09,1.32
24,2009/07/09,601.99
482,2008/10/28,936.3
311,2014/01/03,316.57
796,2007/12/15,841.92
886,2001/10/12,817.74
779,2006/05/31,5.52
323,2009/01/20,424.15
426,2006/11/15,675.05
871,2008/02/13,372.94
546,2003/11/30,220.04
885,2009/08/20,341.98
841,2001/05/15,333.77
889,2005/09/03,215.65
166,2005/06/14,123.59
153,2004/04/15,290.43
738,2001/04/12,831.36
477,2001/06/14,924.84
771,2003/02/20,774.22
159,2005/01/19,143.46
158,2011/05/22,442.58
815,2004/02/08,99.23
265,2003/04/08,190.26
447,2008/05/26,8.05
156,2002/07/03,613.23
493,2014/03/12,107.12
579,2001/07/19,161.76
554,2012/03/06,997.89
602,2013/02/21,246.09
782,2004/11/29,46.57
916,2010/04/08,669.33
622,2008/07/06,193.76
225,2011/12/01,604.12
436,2012/11/19,918.67
627,2012/04/22,79.55
504,2002/11/27,295.64
260,2012/05/05,482.6
233,2002/07/08,138.44
70,2001/08/12,431.22
274,2012/09/17,453.12
968,2003/09/17,431.95
843,2003/03/04,599.11
369,2008/02/14,491.16
806,2006/10/24,210.9
492,2010/07/08,661.65
90,2006/06/30,564.8
943,2008/06/06,841.25
264,2006/07/19,424.95
417,2014/06/23,822.89
23,2013/10/07,694.94
71,2011/09/15,60.21
318,2014/05/14,392.79
57,2014/06/30,153.86
750,2010/12/23,501.19
959,2012/09/03,83.96
802,2011/05/01,297.75
418,2010/11/26,476.4
668,2009/11/09,502.93
386,2013/07/03,67.91
85,2010/07/03,392.1
987,2008/07/06,256.35
32,2003/12/06,282.31
972,2002/02/10,532.26
299,2000/06/23,138.09
925,2008/07/14,382.43
372,2008/10/01,543.18
74,2013/07/18,248.42
301,2013/08/27,788.61
978,2000/05/29,479.49
331,2006/01/27,150.02
14,2003/04/20,219.89
673,2014/09/22,620.46
495,2010/05/26,451.87
116,2013/10/07,964.08
280,2000/03/12,225.54
586,2008/11/27,233.66
796,2001/11/08,551.36
180,2006/04/12,103.38
93,2013/02/25,725.77
205,2000/02/19,998.85
889,2007/10/11,581.44
670,2012/03/27,31.55
402,2003/08/31,484.39
704,2003/08/17,873
898,2012/06/29,885.83
549,2013/11/28,627.7
720,2012/11/04,28.9
915,2007/08/24,409.52
50,2010/12/18,524.04
407,2013/08/23,104.95
696,2013/03/24,61.69
842,2007/10/11,864.59
610,2012/11/01,510.45
138,2011/07/16,330.36
383,2013/04/25,142.37
824,2006/04/08,845.08
234,2009/08/24,185.69
593,2002/06/03,751.92
578,2001/07/26,388.16
219,2003/01/31,956.34
805,2008/12/10,700.22
935,2000/10/12,760.34
713,2013/04/29,585.1
581,2000/04/17,389.57
72,2003/08/23,220.1
457,2014/02/20,904.59
702,2006/04/21,966.67
400,2010/08/07,338.51
226,2004/03/01,813.24
647,2002/08/15,939.1
798,2001/02/09,999.82
912,2013/08/28,554.44
131,2010/01/03,42.06
833,2014/06/18,209.45
622,2006/04/23,819.8
348,2008/07/23,235.74
864,2005/12/20,74.57
269,2011/05/01,380.03
