398,2003/08/23,110.62
715,2004/05/02,624.25
592,2014/08/14,558.68
237,2006/10/25,208.2
915,2011/12/23,665.72
165,2012/04/29,996.8
568,2009/10/12,902.15
901,2001/09/18,377.3
228,2014/07/21,521.95
61,2006/06/25,84.09
429,2003/04/27,538.94
255,2001/08/01,599.69
389,2012/12/23,991.39
904,2009/06/14,796.29
151,2010/11/22,20.69
348,2008/08/27,210.16
861,2008/11/18,514.28
149,2002/10/27,214.86
922,2014/09/10,832.24
320,2003/12/31,793.41
18,2006/03/18,355.06
588,2000/03/03,281.55
203,2004/08/15,518.04
104,2000/10/06,525.14
567,2000/09/20,509.61
983,2003/02/15,260.21
361,2014/12/15,636.44
459,2012/02/04,63.49
577,2009/03/01,339.45
212,2014/03/02,49.37
452,2014/04/27,180.98
283,2006/05/26,204.59
803,2013/03/21,625.25
863,2001/05/28,186.97
584,2000/12/28,768.99
35,2010/06/17,887.84
168,2008/11/18,127.44
979,2007/05/02,619.53
97,2012/07/17,277.61
122,2007/06/09,477.33
489,2008/03/23,356.09
689,2000/09/17,8.48
742,2001/08/02,705.99
253,2001/07/16,555.49
345,2009/12/08,85.21
533,2010/06/26,515.23
641,2008/11/08,859.96
383,2010/11/24,743.44
214,2005/10/22,198.19
38,2011/12/20,644.43
741,2014/04/05,991.21
283,2014/05/12,309.27
233,2013/01/04,722.1
725,2009/04/01,830.99
221,2013/02/13,778.45
78,2009/05/17,541.81
604,2013/06/16,397.08
940,2013/11/11,31.98
178,2013/04/27,11.13
249,2009/07/03,51.36
682,2009/01/24,835.86
56,2007/11/19,628.17
139,2005/05/20,29.06
460,2007/11/09,312.96
9,2003/06/20,254.57
126,2003/07/02,452.95
477,2002/10/18,382.14
379,2012/08/21,888.97
489,2000/12/10,901.85
287,2008/11/07,747.6
683,2013/06/02,304.5
634,2012/04/12,859.43
573,2013/04/18,677.51
767,2006/12/13,292.04
30,2002/03/04,445.87
995,2007/01/01,47.51
23,2002/09/12,14.77
480,2002/02/05,879.52
317,2010/10/27,870.34
142,2000/03/18,656.1
447,2004/01/15,902.17
874,2001/08/01,690.81
437,2004/10/31,618.94
558,2002/12/31,928.62
652,2000/03/31,941.55
877,2011/05/11,980.43
104,2001/10/25,137.28
466,2011/02/06,412.71
72,2012/10/04,577.79
956,2011/04/22,812.36
848,2010/06/08,593.02
80,2010/09/29,340.36
462,2005/04/11,94.04
618,2011/11/06,376.72
340,2006/05/01,550.6
529,2005/10/27,541.06
366,2014/06/08,642.95
303,2009/02/17,681.5
688,2004/04/05,631.42
930,2011/08/03,176.91
694,2012/01/18,479.88
43,2004/03/31,145.09
408,2010/03/01,667.91
48,2012/03/24,429.1
552,2013/01/25,678.27
648,2008/07/24,815.24
619,2012/05/29,458.28
434,2010/04/26,75.16
362,2014/10/13,940.49
42,2005/10/23,609.36
507,2003/11/20,546.29
410,2011/02/05,674.32
248,2009/06/22,669.14
937,2004/01/27,108.48
338,2005/11/24,486.45
138,2007/01/13,825.54
618,2009/03/01,234.4
868,2008/02/14,43.76
781,2006/01/06,809.93
738,2005/04/05,678.8
283,2008/04/12,361.98
86,2014/08/05,689.77
348,2006/07/29,380.12
295,2004/01/28,564.32
726,2009/07/20,774.82
732,2005/02/23,922.32
206,2003/12/23,19.26
99,2005/03/01,258.22
778,2006/07/21,647.66
323,2005/04/10,711.88
896,2014/11/29,198.34
587,2008/02/17,24.88
150,2006/02/27,79.88
317,2005/12/22,304.37
646,2008/03/18,212.89
914,2001/01/15,167.15
420,2000/03/05,655.69
763,2010/05/27,292.13
630,2012/01/26,615.48
954,2002/09/28,375.22
568,2005/11/01,244.11
419,2009/01/18,195.92
962,2003/07/09,743.19
490,2002/05/17,693.11
976,2007/11/20,492.75
346,2006/05/29,67.3
677,2002/01/17,964.8
191,2004/07/31,419.03
788,2006/07/12,989.95
9,2007/10/11,976.73
140,2008/11/17,776.75
830,2005/08/21,721.5
822,2003/06/08,809.19
371,2005/08/11,77.89
197,2008/07/27,101.13
463,2012/11/02,187.69
138,2011/07/28,107.57
523,2012/05/15,233.06
682,2009/01/09,80.88
130,2006/01/17,923.99
350,2005/08/02,626.98
121,2010/10/10,946.65
494,2010/05/26,328.83
412,2002/04/07,200.54
298,2011/04/29,341.97
