898,2014/07/07,533.65
917,2013/07/15,923.77
940,2002/05/11,950.22
483,2014/08/28,119.36
33,2003/09/04,399.88
160,2006/02/14,235.88
789,2011/11/13,158.92
217,2011/09/08,925.7
672,2014/06/18,927.36
767,2003/09/04,169.42
265,2009/05/23,46.37
128,2006/12/14,391.93
824,2006/04/28,183.67
186,2014/01/22,427.78
708,2000/10/18,514.46
637,2010/06/29,744.41
968,2005/01/13,316.22
28,2012/02/25,45.08
855,2010/11/28,287.57
151,2000/06/07,947.6
455,2000/08/25,636.49
696,2013/06/18,985.99
608,2003/01/17,261.03
224,2014/05/22,307.44
290,2004/03/08,976.08
246,2003/02/06,469.86
509,2002/09/25,391.16
260,2001/01/16,3.57
240,2009/05/05,496.25
46,2005/10/30,435.29
377,2005/02/22,400.99
775,2004/09/17,320.53
956,2009/12/28,746.66
642,2000/08/11,261.58
307,2001/03/02,674.07
730,2005/09/14,657.86
34,2012/10/19,602.38
166,2004/12/23,32.47
5,2013/09/14,526.32
21,2006/10/27,677.14
711,2004/11/03,759.61
362,2006/11/16,265.16
192,2008/02/29,581.95
492,2001/11/07,191.19
60,2000/11/22,741.44
965,2009/11/23,134.16
491,2011/10/09,234.41
685,2002/11/14,616.48
258,2008/07/31,853.87
930,2011/12/04,794.76
741,2011/08/21,146.85
383,2011/04/10,994.22
598,2008/12/02,240.63
14,2002/08/06,454.54
213,2013/07/07,439.14
555,2000/04/07,739.23
165,2007/12/31,111.91
430,2001/10/02,354.58
71,2011/05/26,619.47
693,2008/01/12,397.37
199,2005/07/09,367.68
716,2006/01/26,802.87
585,2014/06/28,448.4
778,2014/08/21,783.41
558,2014/02/12,200.52
305,2013/08/31,853.09
496,2002/08/06,772.19
602,2007/04/22,930.74
62,2011/08/20,845.89
747,2009/10/13,140.66
838,2006/09/14,929.08
254,2006/04/08,312.54
358,2014/12/02,449.62
567,2002/06/12,775.6
590,2011/01/09,618.89
777,2014/03/15,791.23
204,2012/07/28,42.71
134,2014/06/24,48.36
748,2006/11/26,130.73
410,2011/09/11,718.68
532,2003/09/07,852.91
323,2004/02/04,29.94
89,2008/04/29,547.62
559,2010/12/13,544.48
152,2010/08/13,640.69
650,2011/01/01,941.32
363,2008/05/11,988.85
266,2007/05/20,192.52
279,2005/02/07,423.63
553,2003/10/28,430.27
360,2001/07/08,112.34
262,2009/10/18,338.71
161,2008/09/08,849.12
649,2013/07/07,624.93
